ID,Scale,High.Level.Cat,Specific.Skill,Rank.Now,Rank.Future,TeamFolder,Team,Group.Class,Rank.Now.Num,Rank.Future.Num,Gap,Gap2,CreditSkill,DebitSkill,Year
2,Scale G,Analytical tools,"Bank collaboration tools: Sharepoint, Collaborate, My Service",Good (2),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,2,1,1,1,TRUE,FALSE,2018
2,Scale G,Analytical tools,VBA,Basic (1),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,1,0,1,1,TRUE,FALSE,2018
2,Scale G,Analytical tools,STAR tools,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Analytical tools,Programming tools for big data (e.g. Spark),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Analytical tools,Version control (git),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Analytical tools,"Programming notebooks (Jupyter notebooks, R markdown)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Analytical tools,"Workflow-based tools ( KNIME, Alteryx)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Analytical tools,Web development,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Analytical tools,"Office tools: 
Powerpoint
Access
Word",Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,2,3,-1,1,FALSE,TRUE,2018
2,Scale G,Analytical tools,Team workflow management tools,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,1,2,-1,1,FALSE,TRUE,2018
2,Scale G,Soft,Presentations/public  speaking,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,2,2,0,0,FALSE,FALSE,2018
2,Scale G,Soft,Customer service,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,2,2,0,0,FALSE,FALSE,2018
2,Scale G,Soft,"Communication (written, reviewing and editing)",Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,2,2,0,0,FALSE,FALSE,2018
2,Scale G,Soft,Stakeholder management/negotiation,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,2,3,-1,1,FALSE,TRUE,2018
2,Scale G,Soft,Planning & Organisation,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,2,3,-1,1,FALSE,TRUE,2018
2,Scale G,Soft,Training,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,1,1,0,0,FALSE,FALSE,2018
2,Scale G,Soft,Event management,High (3),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,3,0,3,9,TRUE,FALSE,2018
2,Scale G,Management,Coaching and Mentoring,High (3),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,3,2,1,1,TRUE,FALSE,2018
2,Scale G,Management,Leadership,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Management,Line/people management,High (3),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,3,0,3,9,TRUE,FALSE,2018
2,Scale G,Management,Performance Evaluation,High (3),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,3,0,3,9,TRUE,FALSE,2018
2,Scale G,Management,Self-management,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,2,3,-1,1,FALSE,TRUE,2018
2,Scale G,Management,"Project Management (scoping, task setting, development follow-up, budget)",Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,1,2,-1,1,FALSE,TRUE,2018
2,Scale G,Management,Business planning,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Management,Strategy,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Management,"Structured thinking (e.g. business process opt, taxonomy)",Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,1,2,-1,1,FALSE,TRUE,2018
2,Scale G,Management,Conflict resolution,Basic (1),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,1,0,1,1,TRUE,FALSE,2018
2,Scale G,Data management,Data Collection,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,2,3,-1,1,FALSE,TRUE,2018
2,Scale G,Data management,Data Ownership & Stewardship,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,1,2,-1,1,FALSE,TRUE,2018
2,Scale G,Data management,"Data Preparation (e.g. Virtual, Imputation, Anonimization)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Data management,"Data Preparation (e.g. Manipulation, Aggregation)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Data management,Data Quality (Plausie),Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,2,2,0,0,FALSE,FALSE,2018
2,Scale G,Data management,Data Analysis: Exploration,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Data management,Data Analysis: Modelling,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Data management,Data Publishing/Sharing,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Data management,Data Ownership & Stewardship (advisory),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Data management,Master Data Management,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,1,2,-1,1,FALSE,TRUE,2018
2,Scale G,Data management,Data Quality Management (advisory),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Data management,Data Governance (advisory),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Data management,Data risk (reviewing and acessing data risks),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Subject matter experts,Prudential regulation: Banking,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,1,2,-1,1,FALSE,TRUE,2018
2,Scale G,Subject matter experts,Prudential regulation: Insurance,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,1,1,0,0,FALSE,FALSE,2018
2,Scale G,Subject matter experts,National accounts,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Subject matter experts,"Banking - stats (e.g. money and credit, rates)",Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,1,1,0,0,FALSE,FALSE,2018
2,Scale G,Subject matter experts,PRA supervisory process: banking,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,1,2,-1,1,FALSE,TRUE,2018
2,Scale G,Subject matter experts,Monetary policy,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Subject matter experts,Financial Stability,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,1,1,0,0,FALSE,FALSE,2018
2,Scale G,Subject matter experts,Insurance,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Subject matter experts,Financial Risk Management,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Technical specialists,Statistical methods,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Technical specialists,Data science,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Technical specialists,Economics,Basic (1),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,1,0,1,1,TRUE,FALSE,2018
2,Scale G,Technical specialists,Mathematics,Basic (1),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,1,0,1,1,TRUE,FALSE,2018
2,Scale G,Technical specialists,Accountancy,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,1,1,0,0,FALSE,FALSE,2018
2,Scale G,Technical specialists,"Bank policy  (e.g. data policies, disclosures)",Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,1,2,-1,1,FALSE,TRUE,2018
2,Scale G,Technical specialists,"Data Management (DCAM,DAMA)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
2,Scale G,Technical specialists,Data Engineering,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1 (1).xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Systems,BEEDS,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Systems,BSM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Systems,MIDAS,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Systems,TARSAMM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Systems,Aperture,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Systems,TRAFFIC,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Systems,Hub,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Systems,MarkitEDM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Systems,DKAN (data inventory system),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Systems,TARDIS / INTACT,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Systems,MOSR / EDM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Systems,GABRIEL,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Systems,RWM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Systems,OSCA,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Analytical tools,Excel,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Analytical tools,"Programming tools for analysis (R, Python, Matlab)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Analytical tools,"Visualisation tools (Excel, tableau, power BI, SSRS)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Analytical tools,"Programming tools for product development (R, Python, Matlab, Shiny)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Analytical tools,"Database query tools (SQL type tools , NoSQL, MDx, SSAS)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Analytical tools,"Econometric tools (Eviews, Stata, X13, etc)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Analytical tools,"Bank collaboration tools: Sharepoint, Collaborate, My Service",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Analytical tools,VBA,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Analytical tools,STAR tools,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Analytical tools,Programming tools for big data (e.g. Spark),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Analytical tools,Version control (git),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Analytical tools,"Programming notebooks (Jupyter notebooks, R markdown)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Analytical tools,"Workflow-based tools ( KNIME, Alteryx)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Analytical tools,Web development,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Analytical tools,"Office tools: 
Powerpoint
Access
Word",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Analytical tools,Team workflow management tools,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Soft,Presentations/public  speaking,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,2,3,-1,1,FALSE,TRUE,2018
3,Scale F,Soft,Customer service,High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,3,3,0,0,FALSE,FALSE,2018
3,Scale F,Soft,"Communication (written, reviewing and editing)",High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,3,3,0,0,FALSE,FALSE,2018
3,Scale F,Soft,Stakeholder management/negotiation,High (3),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,3,4,-1,1,FALSE,TRUE,2018
3,Scale F,Soft,Planning & Organisation,Expert (4),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,4,4,0,0,FALSE,FALSE,2018
3,Scale F,Soft,Training,High (3),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,3,0,3,9,TRUE,FALSE,2018
3,Scale F,Soft,Event management,High (3),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,3,0,3,9,TRUE,FALSE,2018
3,Scale F,Management,Coaching and Mentoring,High (3),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,3,2,1,1,TRUE,FALSE,2018
3,Scale F,Management,Leadership,High (3),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,3,4,-1,1,FALSE,TRUE,2018
3,Scale F,Management,Line/people management,Good (2),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,2,0,2,4,TRUE,FALSE,2018
3,Scale F,Management,Performance Evaluation,Good (2),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,2,0,2,4,TRUE,FALSE,2018
3,Scale F,Management,Self-management,Expert (4),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,4,4,0,0,FALSE,FALSE,2018
3,Scale F,Management,"Project Management (scoping, task setting, development follow-up, budget)",Expert (4),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,4,4,0,0,FALSE,FALSE,2018
3,Scale F,Management,Business planning,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Management,Strategy,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Management,"Structured thinking (e.g. business process opt, taxonomy)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Management,Conflict resolution,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,1,1,0,0,FALSE,FALSE,2018
3,Scale F,Data management,Data Collection,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Data management,Data Ownership & Stewardship,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
3,Scale F,Data management,"Data Preparation (e.g. Virtual, Imputation, Anonimization)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//BDCG/7779294_1.xlsx,BDCG,Data & Tech Expertise,0,0,0,0,FALSE,FALSE,2018
